id,plate,price,area,year
16798,P999YM197,640000,Moscow,2024
16799,O100EH790,50000,Moscow Oblast,2022
16800,A150CY797,50000,Moscow,2025
16801,Y019EX977,80000,Moscow,2024
16802,X991CT797,85000,Moscow,2025
16803,T600AT797,85000,Moscow,2021
16804,A006BE99,290000,Moscow,2023
16805,P788KP30,350000,Astrakhan Oblast,2024
16806,A816AA99,730000,Moscow,2022
16807,A816AA99,850000,Moscow,2022
16808,A816AA99,730000,Moscow,2022
16809,A816AA99,850000,Moscow,2022
16810,A816AA99,700000,Moscow,2022
16811,A816AA99,850000,Moscow,2022
16812,A816AA99,700000,Moscow,2022
16813,A816AA99,800000,Moscow,2022
16814,A816AA99,700000,Moscow,2022
16815,M717HH31,120000,Belgorod Oblast,2024
16816,X987EH977,80000,Moscow,2025
16817,B666HT154,300000,Novosibirsk Oblast,2024
16818,O262PT797,65000,Moscow,2024
16819,A797CK123,1000000,Krasnodar Krai,2023
16820,A061XY797,125000,Moscow,2025
16821,B718TB797,90000,Moscow,2024
16822,O320OO71,380000,Tula Oblast,2025
16823,T015OA797,175000,Moscow,2024
16824,T373TA95,230000,Chechen Republic,2023
16825,A085PE797,90000,Moscow,2024
16826,A085PE797,70000,Moscow,2025
16827,P089AX977,70000,Moscow,2025
16828,M021XE790,59000,Moscow Oblast,2024
16829,E091TK797,75000,Moscow,2025
16830,Y772PE125,500000,Primorsky Krai,2024
16831,B575CY797,55000,Moscow,2025
16832,E216AA550,60000,Moscow Oblast,2025
16833,K175KK01,55000,Republic of Adygea,2022
16834,P005XY190,230000,Moscow Oblast,2024
16835,O252TE797,70000,Moscow,2024
16836,C249CA797,30000,Moscow,2025
16837,K030PY193,50000,Krasnodar Krai,2024
16838,C002AK750,180000,Moscow Oblast,2024
16839,O005XX197,300000,Moscow,2022
16840,O050MO71,100000,Tula Oblast,2024
16841,M611YT790,49000,Moscow Oblast,2024
16842,T200HK790,100000,Moscow Oblast,2024
16843,K565HO790,50000,Moscow Oblast,2022
16844,T838HO790,65000,Moscow Oblast,2023
16845,P318CY18,100000,Udmurt Republic,2024
16846,P636TC40,150000,Kaluga Oblast,2023
16847,E003TO123,180000,Krasnodar Krai,2023
16848,Y001HM86,450000,Khanty-Mansi Autonomous Okrug,2024
16849,A843MP90,950000,Moscow Oblast,2025
16850,T070HH799,150000,Moscow,2023
16851,O573TH797,30000,Moscow,2025
16852,B881PE797,30000,Moscow,2025
16853,H456OM33,120000,Vladimir Oblast,2023
16854,M007OC52,300000,Nizhny Novgorod Oblast,2024
16855,C909BX799,70000,Moscow,2023
16856,B006XP26,550000,Stavropol Krai,2025
16857,A214CP797,140000,Moscow,2025
16858,T002TP77,380000,Moscow,2023
16859,E191PC198,180000,Saint Petersburg,2024
16860,C007PP790,270000,Moscow Oblast,2024
16861,K989TM797,50000,Moscow,2025
16862,C767EX790,45000,Moscow Oblast,2023
16863,H003TB197,100000,Moscow,2022
16864,B004HY777,270000,Moscow,2023
16865,A300AM550,100000,Moscow Oblast,2024
16866,X424PB797,69000,Moscow,2025
16867,P333XC86,370000,Khanty-Mansi Autonomous Okrug,2025
16868,C919TE797,85000,Moscow,2024
16869,M700MP136,300000,Voronezh Oblast,2024
16870,A611MP90,800000,Moscow Oblast,2024
16871,O543PB797,35000,Moscow,2025
16872,C040AX550,90000,Moscow Oblast,2024
16873,K125KY797,300000,Moscow,2023
16874,X869YH164,80000,Saratov Oblast,2024
16875,B885TC797,24999,Moscow,2025
16876,E606BX197,45000,Moscow,2023
16877,K262HK62,400000,Ryazan Oblast,2022
16878,C006KC55,100000,Omsk Oblast,2024
16879,A093XB797,50000,Moscow,2025
16880,P765TM797,35000,Moscow,2025
16881,P979OO77,180000,Moscow,2023
16882,M700EM77,600000,Moscow,2024
16883,C007YA26,1000000,Stavropol Krai,2024
16884,A515AY550,100000,Moscow Oblast,2024
16885,P800TM77,300000,Moscow,2024
16886,T313ET174,450000,Chelyabinsk Oblast,2024
16887,O333YM199,300000,Moscow,2023
16888,O333YM199,280000,Moscow,2023
16889,O333YM199,300000,Moscow,2023
16890,K101AK250,69999,Moscow Oblast,2025
16891,O502TX790,25000,Moscow Oblast,2024
16892,K009TA197,200000,Moscow,2022
16893,M880KO28,50000,Amur Oblast,2024
16894,P158KT977,30000,Moscow,2025
16895,O777YX190,490000,Moscow Oblast,2024
16896,C888PC116,900000,Republic of Tatarstan,2024
16897,O051MP77,2700000,Moscow,2024
16898,P595PO797,100000,Moscow,2024
16899,B129BB150,300000,Moscow Oblast,2024
16900,C002YE777,500000,Moscow,2024
16901,K770HT761,100000,Rostov Oblast,2024
16902,X999AB26,500000,Stavropol Krai,2023
16903,O931MO97,155000,Moscow,2024
16904,O931MO97,120000,Moscow,2024
16905,E197KX154,210000,Novosibirsk Oblast,2024
16906,E197KX154,140000,Novosibirsk Oblast,2024
16907,C003TC90,280000,Moscow Oblast,2024
16908,E362TO797,70000,Moscow,2024
16909,A900TB05,170000,Republic of Dagestan,2023
16910,P142KM142,75000,Kemerovo Oblast,2023
16911,T300YX77,240000,Moscow,2024
16912,O700EK177,80000,Moscow,2022
16913,O700EK177,70000,Moscow,2022
16914,H111BO22,350000,Altai Krai,2024
16915,P383TC797,60000,Moscow,2024
16916,P740KB797,55000,Moscow,2025
16917,H900OY750,60000,Moscow Oblast,2023
16918,E999PH24,280000,Krasnoyarsk Krai,2022
16919,E999PH24,199999,Krasnoyarsk Krai,2022
16920,Y009KT777,195000,Moscow,2023
16921,P060EH193,30000,Krasnodar Krai,2022
16922,E073PP797,60000,Moscow,2025
16923,M439MM777,450000,Moscow,2023
16924,M439MM777,950000,Moscow,2025
16925,H606YY790,30000,Moscow Oblast,2024
16926,E767HC797,80000,Moscow,2024
16927,A123YX199,55000,Moscow,2024
16928,A555HH97,1200000,Moscow,2025
16929,T007YE123,280000,Krasnodar Krai,2023
16930,T900TY797,150000,Moscow,2024
16931,E030EC797,30000,Moscow,2021
16932,C333EB50,300000,Moscow Oblast,2024
16933,B779TM790,90000,Moscow Oblast,2025
16934,E006YH05,350000,Republic of Dagestan,2024
16935,X007EM750,250000,Moscow Oblast,2025
16936,M141KH977,70000,Moscow,2025
16937,X545OH797,90000,Moscow,2024
16938,K999AX46,350000,Kursk Oblast,2024
16939,A638MP90,900000,Moscow Oblast,2025
16940,A383BP550,90000,Moscow Oblast,2025
16941,P606CA196,100000,Sverdlovsk Oblast,2022
16942,O777XE777,2100000,Moscow,2023
16943,A400MP77,25000000,Moscow,2025
16944,P777ME197,950000,Moscow,2024
16945,P777ME197,1390000,Moscow,2025
16946,T444PE77,490000,Moscow,2024
16947,T444PE77,530000,Moscow,2024
16948,T444PE77,520000,Moscow,2025
16949,B666XM177,150000,Moscow,2022
16950,B999HH777,1500000,Moscow,2024
16951,K555PE11,150000,Komi Republic,2023
16952,O090AT05,50000,Republic of Dagestan,2022
16953,H393OO61,200000,Rostov Oblast,2024
16954,O226BA550,50000,Moscow Oblast,2024
16955,K777OM90,350000,Moscow Oblast,2022
16956,K777OM90,280000,Moscow Oblast,2022
16957,O080HO777,370000,Moscow,2025
16958,B221KM150,350000,Moscow Oblast,2025
16959,A911AY50,250000,Moscow Oblast,2024
16960,X678XT25,300000,Primorsky Krai,2024
16961,A550AM550,500000,Moscow Oblast,2025
16962,B717ET797,100000,Moscow,2023
16963,Y737BE777,120000,Moscow,2024
16964,O400MA797,80000,Moscow,2023
16965,E123KE71,60000,Tula Oblast,2023
16966,M037PA797,55000,Moscow,2024
16967,B554AC550,40000,Moscow Oblast,2025
16968,E540EE197,300000,Moscow,2024
16969,C999MA190,450000,Moscow Oblast,2024
16970,C999MA190,350000,Moscow Oblast,2024
16971,P400YK750,130000,Moscow Oblast,2025
16972,P400YK750,100000,Moscow Oblast,2025
16973,B111PE777,730000,Moscow,2024
16974,B111PE777,750000,Moscow,2025
16975,P999TT64,5000000,Saratov Oblast,2024
16976,B005YK750,230000,Moscow Oblast,2024
16977,P900TK99,265000,Moscow,2023
16978,H005TX90,100000,Moscow Oblast,2022
16979,K797HA797,340000,Moscow,2024
16980,K797HA797,280000,Moscow,2024
16981,M932MP40,290000,Kaluga Oblast,2024
16982,B010KC197,150000,Moscow,2023
16983,A848TA161,50000,Rostov Oblast,2024
16984,X306MA790,25000,Moscow Oblast,2024
16985,O004OA97,850000,Moscow,2023
16986,X001HY750,450000,Moscow Oblast,2025
16987,A686OA193,25000,Krasnodar Krai,2024
16988,C894EP977,25000,Moscow,2024
16989,B656OP177,500000,Moscow,2024
16990,O319MP190,50000,Moscow Oblast,2022
16991,C939TO55,100000,Omsk Oblast,2022
16992,E484AE177,150000,Moscow,2024
16993,A090XH797,80000,Moscow,2025
16994,B651BB190,200000,Moscow Oblast,2023
16995,E300BX777,180000,Moscow,2024
16996,E237TC797,60000,Moscow,2024
16997,O545CE797,100000,Moscow,2025
16998,O006BB197,100000,Moscow,2023
16999,Y999EK97,750000,Moscow,2024
17000,Y999EK97,800000,Moscow,2024
17001,Y020EC797,70000,Moscow,2022
17002,E999TE70,500000,Tomsk Oblast,2023
17003,B652TM797,60000,Moscow,2025
17004,K777OM26,850000,Stavropol Krai,2024
17005,T323KE797,70000,Moscow,2024
17006,T323KE797,60000,Moscow,2025
17007,Y009KO790,80000,Moscow Oblast,2022
17008,C003CK01,300000,Republic of Adygea,2024
17009,T834TT150,150000,Moscow Oblast,2024
17010,X555PB62,500000,Ryazan Oblast,2023
17011,K333CB777,450000,Moscow,2023
17012,B008MH777,200000,Moscow,2024
17013,O009HM199,225000,Moscow,2022
17014,O009HM199,200000,Moscow,2022
17015,O009HM199,195000,Moscow,2022
17016,O009HM199,200000,Moscow,2022
17017,O009HM199,190000,Moscow,2022
17018,O009HM199,185000,Moscow,2022
17019,A323MM99,950000,Moscow,2024
17020,O303MM799,140000,Moscow,2022
17021,P100AM550,350000,Moscow Oblast,2025
17022,C583AA550,60000,Moscow Oblast,2025
17023,X968XX150,160000,Moscow Oblast,2022
17024,X968XX150,120000,Moscow Oblast,2022
17025,C048KP198,60000,Saint Petersburg,2024
17026,C777XY16,400000,Republic of Tatarstan,2022
17027,M067MM777,4200000,Moscow,2025
17028,B333PY178,200000,Saint Petersburg,2024
17029,E008MA199,195000,Moscow,2023
17030,C222TB90,350000,Moscow Oblast,2024
17031,E005PX77,560000,Moscow,2025
17032,E005PX77,550000,Moscow,2025
17033,H230MM77,340000,Moscow,2024
17034,O062OP797,50000,Moscow,2024
17035,E041AM550,70000,Moscow Oblast,2025
17036,T777MB790,250000,Moscow Oblast,2022
17037,O600BE46,120000,Kursk Oblast,2024
17038,P686CP790,30000,Moscow Oblast,2024
17039,E676KK797,550000,Moscow,2024
17040,B707TE797,150000,Moscow,2025
17041,P969CP40,60000,Kaluga Oblast,2023
17042,K267PH797,30000,Moscow,2025
17043,C649TO797,70000,Moscow,2024
17044,P199YY799,70000,Moscow,2023
17045,M318MM197,800000,Moscow,2024
17046,C275EX977,50000,Moscow,2024
17047,A495AA174,450000,Chelyabinsk Oblast,2024
17048,M140MP77,3500000,Moscow,2025
17049,O747BO97,80000,Moscow,2022
17050,E571EA154,500000,Novosibirsk Oblast,2022
17051,P666BT71,150000,Tula Oblast,2022
17052,O388TO797,40000,Moscow,2025
17053,Y608TA790,100000,Moscow Oblast,2022
17054,B010TC199,85000,Moscow,2021
17055,T478OE797,30000,Moscow,2024
17056,M445MM77,4000000,Moscow,2024
17057,A014TP797,50000,Moscow,2025
17058,Y818TX797,40000,Moscow,2025
17059,A004PM777,165000,Moscow,2022
17060,P116EH116,500000,Republic of Tatarstan,2023
17061,B292MP77,2000000,Moscow,2024
17062,O943AB550,60000,Moscow Oblast,2025
17063,M424OC198,100000,Saint Petersburg,2024
17064,M730MX797,30000,Moscow,2025
17065,B911AA750,420000,Moscow Oblast,2024
17066,A883TM199,1500000,Moscow,2024
17067,M314MM99,1200000,Moscow,2023
17068,T777EY177,1650000,Moscow,2025
17069,B666CO750,70000,Moscow Oblast,2023
17070,T050YT177,75000,Moscow,2022
17071,A301MY252,100000,Nizhny Novgorod Oblast,2024
17072,X595KX97,190000,Moscow,2022
17073,O400HB150,90000,Moscow Oblast,2024
17074,E428KX154,150000,Novosibirsk Oblast,2023
17075,B444EX46,200000,Kursk Oblast,2022
17076,B444EX46,250000,Kursk Oblast,2023
17077,C828AB550,90000,Moscow Oblast,2024
17078,T303MO797,150000,Moscow,2023
17079,P520AC550,75000,Moscow Oblast,2025
17080,C747EX977,190000,Moscow,2024
17081,O555MM90,320000,Moscow Oblast,2022
17082,H357HH77,580000,Moscow,2025
17083,K200AA763,130000,Samara Oblast,2024
17084,E999BH716,130000,Republic of Tatarstan,2022
17085,H077TY777,450000,Moscow,2024
17086,A232YB716,55000,Republic of Tatarstan,2024
17087,B668EC76,100000,Yaroslavl Oblast,2024
17088,B696KE30,80000,Astrakhan Oblast,2023
17089,K096KB977,60000,Moscow,2025
17090,M777PP199,4000000,Moscow,2023
17091,C111CM56,145000,Orenburg Oblast,2022
17092,M850MM45,850000,Kurgan Oblast,2022
17093,T001YB177,500000,Moscow,2023
17094,M111HE178,160000,Saint Petersburg,2022
17095,B030KM122,100000,Altai Krai,2023
17096,T918TT36,200000,Voronezh Oblast,2024
17097,E220BA977,300000,Moscow,2025
17098,A977KX977,300000,Moscow,2025
17099,X222XX09,3000000,Karachay-Cherkess Republic,2024
17100,H838EH716,450000,Republic of Tatarstan,2025
17101,C297CC76,120000,Yaroslavl Oblast,2022
17102,P090AO199,100000,Moscow,2022
17103,B666BP13,145000,Republic of Mordovia,2023
17104,O888OH97,1500000,Moscow,2025
17105,M850EP97,95000,Moscow,2021
17106,M850EP97,50000,Moscow,2021
17107,M850EP97,40000,Moscow,2021
17108,M020MM90,3950000,Moscow Oblast,2025
17109,B496OP177,1200000,Moscow,2024
17110,Y797HT777,160000,Moscow,2024
17111,C595BP799,185000,Moscow,2025
17112,A080MP50,1250000,Moscow Oblast,2023
17113,A800XK77,150000,Moscow,2024
17114,A800XK77,400000,Moscow,2025
17115,A939YE174,400000,Chelyabinsk Oblast,2024
17116,M010YP197,800000,Moscow,2023
17117,T200HM93,140000,Krasnodar Krai,2024
17118,X100KE777,300000,Moscow,2024
17119,X100KE777,280000,Moscow,2025
17120,K066KK777,1000000,Moscow,2024
17121,K066KK777,665000,Moscow,2024
17122,Y004BK790,170000,Moscow Oblast,2025
17123,P371TX797,45000,Moscow,2024
17124,H999AP116,150000,Republic of Tatarstan,2023
17125,P150KK150,140000,Moscow Oblast,2022
17126,B100MT797,200000,Moscow,2025
17127,B100MT797,180000,Moscow,2025
17128,M909HE197,120000,Moscow,2024
17129,M909HE197,100000,Moscow,2025
17130,P474EC790,45000,Moscow Oblast,2024
17131,O400BB550,80000,Moscow Oblast,2025
17132,B678BB197,550000,Moscow,2025
17133,P833MA99,205000,Moscow,2025
17134,M406MO190,100000,Moscow Oblast,2023
17135,T034AP550,500000,Moscow Oblast,2024
17136,O007PP74,400000,Chelyabinsk Oblast,2024
17137,H006HA197,130000,Moscow,2023
17138,T929OM790,30000,Moscow Oblast,2023
17139,P007TC777,1300000,Moscow,2025
17140,K728MP77,1400000,Moscow,2025
17141,T111EY750,165000,Moscow Oblast,2022
17142,M911OX82,70000,Republic of Crimea,2022
17143,C376AB977,90000,Moscow,2024
17144,O518PT797,30000,Moscow,2024
17145,B309TO797,60000,Moscow,2024
17146,K444YY150,300000,Moscow Oblast,2024
17147,K888AH123,270000,Krasnodar Krai,2022
17148,B188TA797,60000,Moscow,2025
17149,Y046KK797,30000,Moscow,2022
17150,E003EE90,1500000,Moscow Oblast,2024
17151,K002MK126,500000,Stavropol Krai,2025
17152,B202BC123,100000,Krasnodar Krai,2022
17153,M003OE73,200000,Ulyanovsk Oblast,2023
17154,C053AE977,50000,Moscow,2022
17155,E458KX154,200000,Novosibirsk Oblast,2023
17156,O555XC26,270000,Stavropol Krai,2023
17157,T606OX797,100000,Moscow,2025
17158,K811AO550,60000,Moscow Oblast,2025
17159,P020PM797,125000,Moscow,2024
17160,A319MP05,120000,Republic of Dagestan,2024
17161,A319MP05,140000,Republic of Dagestan,2025
17162,T707PM123,55000,Krasnodar Krai,2022
17163,T707PM123,50000,Krasnodar Krai,2022
17164,C019KP19,250000,Republic of Khakassia,2022
17165,Y446YY190,150000,Moscow Oblast,2022
17166,Y423YY50,350000,Moscow Oblast,2025
17167,B007YY178,100000,Saint Petersburg,2022
17168,H450HH190,300000,Moscow Oblast,2025
17169,A666BA777,1500000,Moscow,2024
17170,M412AX977,100000,Moscow,2025
17171,K414CO790,40000,Moscow Oblast,2024
17172,O868TA797,65000,Moscow,2024
17173,O868TA797,70000,Moscow,2025
17174,P600YO05,220000,Republic of Dagestan,2025
17175,P059PO46,40000,Kursk Oblast,2025
17176,B039XO77,150000,Moscow,2024
17177,B850AH550,140000,Moscow Oblast,2024
17178,C600CC31,1350000,Belgorod Oblast,2024
17179,B013EA777,300000,Moscow,2023
17180,O099OO197,2200000,Moscow,2025
17181,E828TB797,80000,Moscow,2024
17182,P333CH190,300000,Moscow Oblast,2025
17183,X020XM777,130000,Moscow,2021
17184,B070OP161,300000,Rostov Oblast,2023
17185,P002MY790,250000,Moscow Oblast,2024
17186,C700AO977,150000,Moscow,2023
17187,P402OM797,85000,Moscow,2025
17188,T797EE63,30000,Samara Oblast,2024
17189,M008KX77,425000,Moscow,2024
17190,O385AO550,30000,Moscow Oblast,2024
17191,K300MP150,350000,Moscow Oblast,2025
17192,C977EY977,250000,Moscow,2025
17193,X001YA790,700000,Moscow Oblast,2025
17194,M226PA797,30000,Moscow,2025
17195,X606AB26,150000,Stavropol Krai,2024
17196,A521AA92,300000,Sevastopol,2023
17197,H012BT163,120000,Samara Oblast,2023
17198,M009YX190,120000,Moscow Oblast,2024
17199,T555HB177,490000,Moscow,2024
17200,C777PM25,1000000,Primorsky Krai,2024
17201,X249XX40,120000,Kaluga Oblast,2023
17202,C020KB977,150000,Moscow,2025
17203,T777KX777,2000000,Moscow,2022
17204,A797BH797,165000,Moscow,2022
17205,C799BC799,500000,Moscow,2024
17206,P352OK797,55000,Moscow,2025
17207,A001YA199,1400000,Moscow,2025
17208,E018PB77,120000,Moscow,2025
17209,K800TX36,35000,Voronezh Oblast,2023
17210,H111YH750,335000,Moscow Oblast,2025
17211,O977OE797,125000,Moscow,2025
17212,T414PT193,150000,Krasnodar Krai,2023
17213,E400YT198,48000,Saint Petersburg,2024
17214,X333CT22,140000,Altai Krai,2022
17215,Y686TO790,35000,Moscow Oblast,2025
17216,T191PE777,200000,Moscow,2024
17217,A466PC797,100000,Moscow,2024
17218,E787MK777,225000,Moscow,2025
17219,E787MK777,230000,Moscow,2025
17220,P007YX77,1300000,Moscow,2024
17221,M001XX199,1000000,Moscow,2024
17222,M001XX199,1300000,Moscow,2024
17223,C088AB250,55000,Moscow Oblast,2024
17224,C658AM797,90000,Moscow,2025
17225,Y525OP193,40000,Krasnodar Krai,2024
17226,H999CA99,1200000,Moscow,2022
17227,O585TC797,50000,Moscow,2025
17228,E112OY797,30000,Moscow,2024
17229,T011CK99,100000,Moscow,2024
17230,T011CK99,120000,Moscow,2024
17231,Y007OE177,350000,Moscow,2023
17232,Y007OE177,300000,Moscow,2023
17233,H600AB124,100000,Krasnoyarsk Krai,2024
17234,E228KO777,100000,Moscow,2022
17235,M444MY777,470000,Moscow,2023
17236,A115TC797,30000,Moscow,2025
17237,M013XB790,50000,Moscow Oblast,2023
17238,X252PO797,35000,Moscow,2025
17239,A212AO172,212000,Tyumen Oblast,2024
17240,P343TP777,100000,Moscow,2023
17241,C929MC797,60000,Moscow,2024
17242,M507KA977,70000,Moscow,2024
17243,A900YO99,200000,Moscow,2023
17244,M199EP797,70000,Moscow,2023
17245,M199EP797,45000,Moscow,2023
17246,C888OA150,300000,Moscow Oblast,2025
17247,O777OX25,350000,Primorsky Krai,2023
17248,K045MA23,200000,Krasnodar Krai,2024
17249,O555BO750,400000,Moscow Oblast,2023
17250,C077AY977,200000,Moscow,2025
17251,B005AM95,700000,Chechen Republic,2024
17252,P424TO797,70000,Moscow,2024
17253,K979EO77,180000,Moscow,2023
17254,E008YK150,130000,Moscow Oblast,2023
17255,A055YE13,1000000,Republic of Mordovia,2023
17256,P363TC716,50000,Republic of Tatarstan,2024
17257,K007XO197,260000,Moscow,2022
17258,X222YH178,350000,Saint Petersburg,2024
17259,E414PO797,60000,Moscow,2024
17260,X001EP22,1700000,Altai Krai,2024
17261,X817TY797,45000,Moscow,2025
17262,A044OO797,100000,Moscow,2023
17263,X212CC193,43000,Krasnodar Krai,2024
17264,E212KX60,200000,Pskov Oblast,2024
17265,M909XM161,250000,Rostov Oblast,2023
17266,K005PK98,150000,Saint Petersburg,2023
17267,C047CO797,60000,Moscow,2025
17268,P999OY152,300000,Nizhny Novgorod Oblast,2024
17269,C111TE61,500000,Rostov Oblast,2024
17270,T745AE15,85000,Republic of North Ossetia,2024
17271,A881KA977,50000,Moscow,2024
17272,C199CY797,35000,Moscow,2025
17273,X770BM777,120000,Moscow,2023
17274,O809OO90,800000,Moscow Oblast,2024
17275,E870BT550,60000,Moscow Oblast,2025
17276,T009PO33,150000,Vladimir Oblast,2023
17277,E123EE123,5000000,Krasnodar Krai,2023
17278,C343YA33,65000,Vladimir Oblast,2024
17279,C009PP06,350000,Republic of Ingushetia,2024
17280,B898KY790,75000,Moscow Oblast,2024
17281,T444EX761,350000,Rostov Oblast,2023
17282,Y111ET750,150000,Moscow Oblast,2022
17283,Y111ET750,120000,Moscow Oblast,2022
17284,P752OE797,70000,Moscow,2024
17285,H006HH13,700000,Republic of Mordovia,2024
17286,O232KA977,160000,Moscow,2024
17287,C500KA193,300000,Krasnodar Krai,2024
17288,K100EM99,250000,Moscow,2024
17289,K100EM99,470000,Moscow,2025
17290,T003EA193,230000,Krasnodar Krai,2022
17291,B850MP150,200000,Moscow Oblast,2024
17292,M153OK797,30000,Moscow,2024
17293,X222AB790,200000,Moscow Oblast,2024
17294,H003TO50,120000,Moscow Oblast,2022
17295,K707TP55,60000,Omsk Oblast,2022
17296,B969TB77,150000,Moscow,2023
17297,Y393PX797,45000,Moscow,2024
17298,O177CK777,380000,Moscow,2025
17299,K012TK797,70000,Moscow,2024
17300,A126YE790,70000,Moscow Oblast,2025
17301,P080BC46,100000,Kursk Oblast,2024
17302,T050BT190,150000,Moscow Oblast,2025
17303,C525TO199,80000,Moscow,2022
17304,E077HH177,150000,Moscow,2023
17305,E077HH177,900000,Moscow,2024
17306,P909YA150,90000,Moscow Oblast,2024
17307,O030PH26,70000,Stavropol Krai,2024
17308,H003AK250,140000,Moscow Oblast,2025
17309,M999TA98,190000,Saint Petersburg,2022
17310,T707AT79,250000,Jewish Autonomous Oblast,2024
17311,T111BP50,260000,Moscow Oblast,2024
17312,Y752CO797,60000,Moscow,2025
17313,P200OO797,540000,Moscow,2024
17314,H600KB136,45000,Voronezh Oblast,2025
17315,K888EC77,370000,Moscow,2022
17316,B717YB57,500000,Oryol Oblast,2024
17317,O053CO797,90000,Moscow,2025
17318,O253OO99,1000000,Moscow,2022
17319,O253OO99,999999,Moscow,2023
17320,T164EH64,250000,Saratov Oblast,2023
17321,P606TB27,150000,Khabarovsk Krai,2023
17322,A161TX797,75000,Moscow,2025
17323,A100PC797,180000,Moscow,2024
17324,X868OM125,50000,Primorsky Krai,2023
17325,E999EB190,225000,Moscow Oblast,2022
17326,K888CK178,320000,Saint Petersburg,2024
17327,P177PP178,300000,Saint Petersburg,2022
17328,P177PP178,280000,Saint Petersburg,2023
17329,K279TA797,50000,Moscow,2025
17330,O696MM97,500000,Moscow,2024
17331,M001YT150,500000,Moscow Oblast,2024
17332,B868HB126,55000,Stavropol Krai,2024
17333,E069KB123,50000,Krasnodar Krai,2024
17334,Y666AA98,450000,Saint Petersburg,2024
17335,A777MH95,500000,Chechen Republic,2022
17336,P414AB178,100000,Saint Petersburg,2024
17337,H535KH774,44000,Chelyabinsk Oblast,2024
17338,K777OK70,320000,Tomsk Oblast,2022
17339,T028CY797,65000,Moscow,2025
17340,E770AY550,150000,Moscow Oblast,2024
17341,O016KK977,90000,Moscow,2024
